"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tree_id","Input.path","Input.context","Input.story_block_1","Input.previous_action","Input.story_block_2","Answer.action_1","Answer.action_2","Approve","Reject"
"37M4O367VJ41ZZA46XUGICGED52M5A","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3HHRAGRYX9RAM8VMC5RCAG6BE5LO9E","A24WE4SU8ZBP0T","Approved","Mon Oct 28 18:15:47 PDT 2019","Mon Oct 28 18:17:05 PDT 2019","Thu Oct 31 18:17:05 PDT 2019","Tue Oct 29 09:42:43 PDT 2019","","","78","100% (10/10)","100% (10/10)","100% (10/10)","apoc_seed1","0000","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","They remind you of when you needed to eat a bland diet after your operation. You pat yourself on where you remember the incision was made. The scar healed long ago, but the brain remembers. The crackers weren't very nutritious, but some fuel in the tank is better than none.","Continue to look for food in the building up ahead.","You find a moldy sandwich and some peppered beef jerky in an old lunchbox.","Snack on the jerky while searching for more food.","Scrape the mold from the sandwich, taste a bite to see if it is edible."
"37M4O367VJ41ZZA46XUGICGED52M5A","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3JRJSWSMQI72VFTH1IN6ER9BAB93EC","A1Z0JQ2XBB9FJK","Approved","Mon Oct 28 18:27:27 PDT 2019","Mon Oct 28 18:28:19 PDT 2019","Thu Oct 31 18:28:19 PDT 2019","Tue Oct 29 09:42:43 PDT 2019","","","52","100% (1/1)","100% (1/1)","100% (1/1)","apoc_seed1","0000","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","They remind you of when you needed to eat a bland diet after your operation. You pat yourself on where you remember the incision was made. The scar healed long ago, but the brain remembers. The crackers weren't very nutritious, but some fuel in the tank is better than none.","Continue to look for food in the building up ahead.","You find a moldy sandwich and some peppered beef jerky in an old lunchbox.","Eat the peppered beef and throw the sandwich to the side","Continue to search for food"
"3JMNNNO3B1Q55ELVSGY5T3FTRXPW2A","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3DPNQGW4LM1J0WJ6VE9RC8947DG64E","AOMFEAWQHU3D8","Approved","Mon Oct 28 18:24:55 PDT 2019","Mon Oct 28 18:26:06 PDT 2019","Thu Oct 31 18:26:06 PDT 2019","Tue Oct 29 09:42:43 PDT 2019","","","71","100% (9/9)","100% (9/9)","100% (9/9)","apoc_seed1","0001","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","They remind you of when you needed to eat a bland diet after your operation. You pat yourself on where you remember the incision was made. The scar healed long ago, but the brain remembers. The crackers weren't very nutritious, but some fuel in the tank is better than none.","Look for water for hydration and to fool the stomach until ore food can be found.","No water can be found in the cars, and suddenly you regret eating salted crackers: you can feel your tongue swelling up, begging for some hydration.","Look for a different water source in the vicinity.","Keep walking to see if you can find a supermarket anywhere."
"3JMNNNO3B1Q55ELVSGY5T3FTRXPW2A","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3LWJHTCVCD8M8UZFU4J89HNMW42FQ9","A24WE4SU8ZBP0T","Approved","Mon Oct 28 18:27:27 PDT 2019","Mon Oct 28 18:28:37 PDT 2019","Thu Oct 31 18:28:37 PDT 2019","Tue Oct 29 09:42:43 PDT 2019","","","70","100% (10/10)","100% (10/10)","100% (10/10)","apoc_seed1","0001","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","They remind you of when you needed to eat a bland diet after your operation. You pat yourself on where you remember the incision was made. The scar healed long ago, but the brain remembers. The crackers weren't very nutritious, but some fuel in the tank is better than none.","Look for water for hydration and to fool the stomach until ore food can be found.","No water can be found in the cars, and suddenly you regret eating salted crackers: you can feel your tongue swelling up, begging for some hydration.","Calm the mind to extend search for hydration.","Look for puddles of water around the area."
"3Z56AA6EK4MXI3AIBG4LAIUE90DM6Q","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3NKQQ8O39ZRH23S0K78NVIHQNCSDU1","AOMFEAWQHU3D8","Approved","Mon Oct 28 18:27:45 PDT 2019","Mon Oct 28 18:28:09 PDT 2019","Thu Oct 31 18:28:09 PDT 2019","Tue Oct 29 09:42:43 PDT 2019","","","24","100% (9/9)","100% (9/9)","100% (9/9)","apoc_seed1","0002","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","They remind you of when you needed to eat a bland diet after your operation. You pat yourself on where you remember the incision was made. The scar healed long ago, but the brain remembers. The crackers weren't very nutritious, but some fuel in the tank is better than none.","Search the cars for clothing.","There is no clothing in the car.","Search the car for water.","Look for a store that has clothing."
"3Z56AA6EK4MXI3AIBG4LAIUE90DM6Q","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3YT88D1N09K5HFLRX4Y9CMMGU83K3B","A24WE4SU8ZBP0T","Approved","Mon Oct 28 18:22:47 PDT 2019","Mon Oct 28 18:24:20 PDT 2019","Thu Oct 31 18:24:20 PDT 2019","Tue Oct 29 09:42:43 PDT 2019","","","93","100% (10/10)","100% (10/10)","100% (10/10)","apoc_seed1","0002","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","They remind you of when you needed to eat a bland diet after your operation. You pat yourself on where you remember the incision was made. The scar healed long ago, but the brain remembers. The crackers weren't very nutritious, but some fuel in the tank is better than none.","Search the cars for clothing.","There is no clothing in the car.","See if the car runs for temporary transportation and shelter.","Cut the fabric cloth from the seats to create clothing or blankets."
"3TKXBROM5TWNAFZYAK0IRTS2EXDJID","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","338JKRMM27LEZAJ40YAMM2KU81SAHU","AOMFEAWQHU3D8","Approved","Mon Oct 28 18:23:56 PDT 2019","Mon Oct 28 18:24:54 PDT 2019","Thu Oct 31 18:24:54 PDT 2019","Tue Oct 29 09:42:43 PDT 2019","","","58","100% (9/9)","100% (9/9)","100% (9/9)","apoc_seed1","0003","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","They remind you of when you needed to eat a bland diet after your operation. You pat yourself on where you remember the incision was made. The scar healed long ago, but the brain remembers. The crackers weren't very nutritious, but some fuel in the tank is better than none.","Begin to walk towards the nearest town.","You arrive and, despite the state of things, many store lights seem to be functioning. The first store you encounter is a gun shop. You decide to step inside.","Take a gun and some ammo.","Go into a different store to look for food."
"3TKXBROM5TWNAFZYAK0IRTS2EXDJID","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3PEIJLRY6UF8SDMM67O07D5FOAAWXG","AG4R08059MUPR","Approved","Mon Oct 28 18:14:04 PDT 2019","Mon Oct 28 18:15:34 PDT 2019","Thu Oct 31 18:15:34 PDT 2019","Tue Oct 29 09:42:44 PDT 2019","","","90","100% (4/4)","100% (4/4)","100% (4/4)","apoc_seed1","0003","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","They remind you of when you needed to eat a bland diet after your operation. You pat yourself on where you remember the incision was made. The scar healed long ago, but the brain remembers. The crackers weren't very nutritious, but some fuel in the tank is better than none.","Begin to walk towards the nearest town.","You arrive and, despite the state of things, many store lights seem to be functioning. The first store you encounter is a gun shop. You decide to step inside.","Look for a weapon to hunt any animals with.","See if theres any extra food anywhere stored in the shop."
"3DA79LNS59H2YFDK1B7ZPTDMTH83T3","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3DHE4R9OCXXBUBTP3DZPVKPVHDJG2Q","A24WE4SU8ZBP0T","Approved","Mon Oct 28 18:11:29 PDT 2019","Mon Oct 28 18:13:18 PDT 2019","Thu Oct 31 18:13:18 PDT 2019","Tue Oct 29 09:42:44 PDT 2019","","","109","100% (10/10)","100% (10/10)","100% (10/10)","apoc_seed2","0000","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","It tastes just like a granola bar you enjoyed when you were younger. In an instant, you are transported to a school hiking trip. Your mind is awash by the mountain air and the bundles of sticks and leaves that formed the trail. Those days seem so long ago now...","Look for other doors inside the store.","You find the store manager's door, with a set of keys hanging off the lock. The door, though, seems to be blocked from the inside.","Push the door to uncover what is blocking it from the inside","Knock on the door, while being prepared for what is inside."
"3DA79LNS59H2YFDK1B7ZPTDMTH83T3","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3P529IW9KZ7BHXJ22ZBCSVOSMYFFLK","AOMFEAWQHU3D8","Approved","Mon Oct 28 18:26:55 PDT 2019","Mon Oct 28 18:27:45 PDT 2019","Thu Oct 31 18:27:45 PDT 2019","Tue Oct 29 09:42:44 PDT 2019","","","50","100% (9/9)","100% (9/9)","100% (9/9)","apoc_seed2","0000","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","It tastes just like a granola bar you enjoyed when you were younger. In an instant, you are transported to a school hiking trip. Your mind is awash by the mountain air and the bundles of sticks and leaves that formed the trail. Those days seem so long ago now...","Look for other doors inside the store.","You find the store manager's door, with a set of keys hanging off the lock. The door, though, seems to be blocked from the inside.","Attempt to break down the door with something heavy.","Use the keys to try to unlock a different door."
"38LRF35D5LIHYSS91GX9UPZOCVF3UU","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","31LVTDXBL8W8KNOBTUB69K2BPMPRLQ","A31BA1WLSWUSY1","Approved","Mon Oct 28 18:25:20 PDT 2019","Mon Oct 28 18:27:49 PDT 2019","Thu Oct 31 18:27:49 PDT 2019","Tue Oct 29 09:42:44 PDT 2019","","","149","100% (1/1)","100% (1/1)","100% (1/1)","apoc_seed2","0001","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","It tastes just like a granola bar you enjoyed when you were younger. In an instant, you are transported to a school hiking trip. Your mind is awash by the mountain air and the bundles of sticks and leaves that formed the trail. Those days seem so long ago now...","Check to see if there are any batteries in the flashlight.","There are batteries in the flashlight but they are dead.","Shake the flashlight and see if the batteries might begin to work.","Look through the rubble and see if you can find any new batteries for the flashlight."
"38LRF35D5LIHYSS91GX9UPZOCVF3UU","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3VD82FOHKRACK62POP13C67JKQXCOS","A3PXCRGJZE1QC3","Approved","Mon Oct 28 18:46:30 PDT 2019","Mon Oct 28 18:48:15 PDT 2019","Thu Oct 31 18:48:15 PDT 2019","Tue Oct 29 09:42:44 PDT 2019","","","105","100% (4/4)","100% (4/4)","100% (4/4)","apoc_seed2","0001","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","It tastes just like a granola bar you enjoyed when you were younger. In an instant, you are transported to a school hiking trip. Your mind is awash by the mountain air and the bundles of sticks and leaves that formed the trail. Those days seem so long ago now...","Check to see if there are any batteries in the flashlight.","There are batteries in the flashlight but they are dead.","Tuck the flashlight into your pocket.","Look around for fresh batteries."
"3GMLHYZ0LEJIEVPXQ1QZKJV1LW9YUU","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3KV0LJBBH37SQ56WT6CL9XH0PRDRMQ","A1QEQ64E22TNUZ","Approved","Mon Oct 28 18:19:15 PDT 2019","Mon Oct 28 18:20:08 PDT 2019","Thu Oct 31 18:20:08 PDT 2019","Tue Oct 29 09:42:44 PDT 2019","","","53","100% (2/2)","100% (2/2)","100% (2/2)","apoc_seed2","0002","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","It tastes just like a granola bar you enjoyed when you were younger. In an instant, you are transported to a school hiking trip. Your mind is awash by the mountain air and the bundles of sticks and leaves that formed the trail. Those days seem so long ago now...","Check to see if the flashlight works.","You push the soft, mushy rubber button and a faint light emerges. You are familiar with this brand of torch and consider keeping it in case you find a better battery.","put in jacket pocket","look for dry twigs and kindling"
"3GMLHYZ0LEJIEVPXQ1QZKJV1LW9YUU","3PQW4YC2N2S8SNT2DRM4NJQH5GZNUG","Write possible actions in a text adventure.","Given a sequence of actions and results write set of next possible actions","chat, utterance, data collection","$0.05","Mon Oct 28 18:05:21 PDT 2019","2","BatchId:3816784;OriginalHitTemplateId:928390845;","300","259200","Mon Nov 04 17:05:21 PST 2019","","","3WT783CTPC3S1CDGKKWH6M7KDR7CBH","A24WE4SU8ZBP0T","Approved","Mon Oct 28 18:20:46 PDT 2019","Mon Oct 28 18:22:30 PDT 2019","Thu Oct 31 18:22:30 PDT 2019","Tue Oct 29 09:42:44 PDT 2019","","","104","100% (10/10)","100% (10/10)","100% (10/10)","apoc_seed2","0002","Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind.","It tastes just like a granola bar you enjoyed when you were younger. In an instant, you are transported to a school hiking trip. Your mind is awash by the mountain air and the bundles of sticks and leaves that formed the trail. Those days seem so long ago now...","Check to see if the flashlight works.","You push the soft, mushy rubber button and a faint light emerges. You are familiar with this brand of torch and consider keeping it in case you find a better battery.","Turn off the light to conserve what battery it has.","Search for more batteries and flashlights."
